,word,POS,EN_translation
38302,jihadist,N,jihadist
38303,weifelen,WW,waver
38304,raspaard,N,purebred horse
38305,chirurgijn,N,surgeon
38306,blameren,WW,blame
38307,studielening,N,student loan
38308,striem,N,welt
38309,luchtpomp,N,air pump
38310,boodschappendienst,N,shopping service
38311,binnenleiden,WW,lead in
38312,escorteert,WW,escorts
38313,groeisnelheid,N,growth rate
38314,zuippartij,N,drinking party
38315,remming,N,inhibition
38316,steenarenden,N,golden eagles
38317,achtermuur,N,back wall
38318,rinoceros,N,rhinoceros
38319,gezondheidsinspectie,N,health inspection
38320,vertoornd,ADJ,angry
38321,torenklok,N,tower clock
38322,privé-kwestie,N,private matter
38323,ontraceerbaar,ADJ,untraceable
38324,politieafdeling,N,police department
38325,platenproducer,N,record producer
38326,stuntrijder,N,stunt rider
38327,paratroepen,WW,paratroopers
38328,inhechtenisneming,N,detention
38329,voogdijzaak,N,custody case
38330,schoenafdruk,N,shoe print
38331,lijnvliegtuig,N,airliner
38332,vrouwenhaar,N,woman hair
38333,liftbediende,N,elevator attendant
38334,paradijseiland,N,paradise island
38335,snater,N,beak
38336,gigahertz,N,gigahertz
38337,koerscorrectie,N,course correction
38338,doorgangshuis,N,transit house
38339,veekraal,N,stockyard
38340,slavenleger,N,slave army
38341,tweedeurs,N,two-door
38342,rondhollen,WW,run around
38343,vliegtuigmotor,N,aircraft engine
38344,longoedeem,N,pulmonary edema
38345,landingsgebied,N,landing area
38346,deelnemend,N,participating
38347,allesoverheersend,ADJ,overpowering
38348,zelfverachting,N,self-contempt
38349,seksslavin,ADJ,sex slave
38350,druggebruiker,N,drug user
38351,onvolwassenheid,N,immaturity
38352,cascades,N,cascades
38353,zevenentachtig,TW,eighty-seven
38354,bruidsbed,N,bridal bed
38355,waterstofsulfide,N,hydrogen sulfide
38356,aanstichten,WW,instigate
38357,onderwijscommissie,N,education committee
38358,personeelslijst,N,staff list
38359,identificatiecode,N,identification code
38360,rivierboot,N,riverboat
38361,gokwerk,N,guesswork
38362,startprocedure,N,starting procedure
38363,zwarthemden,N,black shirts
38364,boordgeschut,N,guns
38365,starthek,N,starting gate
38366,heroïnehandel,N,heroin trade
38367,kickbox,N,kickbox
38368,filtersysteem,N,filter system
38369,oorwurm,N,earwig
38370,strontvlieg,N,dung fly
38371,siamees,N,Siamese
38372,werkstation,N,workstation
38373,stukwerk,N,piecework
38374,saxen,N,saxes
38375,kijkuit,N,watch out
38376,rem-slaap,N,REM sleep
38377,knoflookpers,N,garlic press
38378,abacus,N,abacus
38379,vrijheidsdag,N,freedom day
38380,beveiligingspas,N,security pass
38381,wegwerpen,WW,throw away
38382,pleeborstel,N,pee brush
38383,bingoavond,N,bingo night
38384,schatzoeker,N,treasure hunter
38385,fundraiser,N,fundraiser
38386,tunnelsyndroom,N,tunnel syndrome
38387,onderstromen,WW,undercurrents
38388,bruidsjapon,WW,bridal gown
38389,crediteur,N,creditor
38390,wandelvakantie,N,hiking holiday
38391,successie,N,succession
38392,imperia,N,empires
38393,kalfsoester,N,veal escalope
38394,decorstuk,N,decor piece
38395,simmen,WW,sims
38396,kwinkeleren,WW,warble
38397,vegeteren,WW,vegetate
38398,grammofoonplaat,N,gramophone record
38399,inwonenden,N,residents
38400,toegangsgeld,N,entrance fee
38401,barons,N,barons
38402,vakantiebaan,N,holiday job
38403,koolsalade,N,Coleslaw
38404,pijnappel,N,pine cone
38405,beveiligingsprobleem,N,security issue
38406,hoerenmadam,N,madam
38407,contractie,N,contraction
38408,slangenbezweerder,N,snake charmer
38409,vertrappelen,WW,trample
38410,computersimulatie,N,computer simulation
38411,nanometer,N,nanometer
38412,zoutmijn,N,salt mine
38413,pizzapunt,N,Pizza slice
38414,grimeur,N,make-up artist
38415,personeelsdossier,N,personnel file
38416,veiligheidschef,N,security chief
38417,zwenk,N,swing
38418,voortgangsrapport,N,progress report
38419,kankerzooi,N,crap
38420,baardaap,N,bearded monkey
38421,ongericht,N,unfocused
38422,muffig,ADJ,musty
38423,damesblad,N,women's magazine
38424,sardine,N,sardine
38425,ambulancebroeder,N,ambulance
38426,gebuur,N,neighbor
38427,kerkmuziek,N,church music
38428,ressort,N,resort
38429,verheerlijk,WW,glorify
38430,manipuleerbaar,ADJ,manipulable
38431,omwikkelen,WW,wrap around
38432,polaroidcamera,N,polaroid camera
38433,maniertje,N,mannerism
38434,wegbranden,WW,burn away
38435,drukknoop,N,press stud
38436,hersengymnastiek,N,brain gymnastics
38437,jutezak,N,burlap bag
38438,calamaris,N,calamaris
38439,verhalenboek,N,storybook
38440,piepertje,N,beeper
38441,stippel,N,dotted
38442,mededelingenbord,N,Bulletin board
38443,mededirecteur,N,co-director
38444,grensconflict,N,border conflict
38445,spermacel,N,sperm
38446,veterinair,ADJ,veterinary
38447,familieverhaal,N,family story
38448,ruche,N,ruffle
38449,transportwagen,N,transport cart
38450,oogafwijking,N,eye disorder
38451,volhard,N,persevere
38452,plakkertje,N,sticker
38453,waterrekening,N,water bill
38454,orkaankracht,N,hurricane force
38455,heenrijden,WW,drive out
38456,speelgoedkist,N,toy box
38457,omwringen,WW,surround
38458,bankmedewerker,N,bank employee
38459,naaldhak,N,stiletto heel
38460,kushandje,N,kiss
38461,rugbyclub,N,rugby club
38462,dolksteek,N,dagger stab
38463,veertienjarig,ADJ,fourteen years old
38464,kuitspier,N,calf muscle
38465,bepotelen,WW,grinding
38466,heelmeester,N,physician
38467,ongestructureerd,WW,unstructured
38468,arts-assistent,N,physician assistant
38469,sneeuwjacht,N,snowdrift
38470,kuist,N,clears
38471,zelfzuchtigheid,N,selfishness
38472,boksbond,N,boxing union
38473,eerstens,N,first
38474,rimram,N,rimram
38475,plaît,N,plaît
38476,zelfgevoel,N,sense of self
38477,telefoondraad,N,telephone wire
38478,spencers,N,spencers
38479,vliegervaring,N,flying experience
38480,afbekken,WW,cut off
38481,vatbaarheid,N,susceptibility
38482,cijfercode,N,numeric code
38483,oefenzaal,N,exercise room
38484,diefje,N,thief
38485,avondles,N,evening class
38486,atavisme,N,atavism
38487,weersysteem,N,weather system
38488,postorderbruid,N,mail order bride
38489,dwarsbalk,N,crossbar
38490,houtpulp,N,wood pulp
38491,lasterlijk,ADJ,defamatory
38492,gashendel,N,throttle
38493,marine-officier,N,naval officer
38494,aardbeiensmaak,N,strawberry flavor
38495,gebedsgroep,N,prayer group
38496,voetbrug,N,footbridge
38497,grenslijn,N,boundary line
38498,herkenningsmelodie,N,recognition melody
38499,drukcabine,N,pressure cabin
38500,bevlekken,WW,stain
38501,eendekker,N,monoplane
38502,honkbalclub,N,baseball club
38503,kroeggevecht,N,pub fight
38504,rotstuin,N,rock garden
38505,testuitslagen,N,test results
38506,tv-antenne,N,TV antenna
38507,sidewinder,N,sidewinder
38508,rassenkwestie,N,racial issue
38509,duivelsoog,N,devil's eye
38510,hoofdbewaker,N,head guard
38511,energiegolf,N,energy wave
38512,show-business,N,show business
38513,afsnauwen,WW,snub
38514,projectiekamer,N,projection room
38515,levenselixer,N,elixir of life
38516,hoofdpriester,N,head priest
38517,rolbezetting,N,role occupation
38518,werkvisum,N,work visa
38519,tapdanser,N,tap dancer
38520,wakeman,N,wakeman
38521,zomerliefde,N,summer love
38522,zeemanschap,N,seamanship
38523,afbluffen,WW,bluff
38524,luchtlandingstroepen,N,airborne troops
38525,kanonvuur,N,cannon fire
38526,gebedenboek,N,prayer book
38527,terdoodveroordeelde,N,condemned to death
38528,genest,N,nested
38529,jongensclub,N,boys club
38530,honkbalhandschoen,N,baseball glove
38531,uitgestotene,N,outcast
38532,lievelingsprogramma,N,favorite program
38533,ziekenbroeder,N,nurse
38534,liefdeskind,N,love child
38535,vruchtbaarheidssymbool,N,fertility symbol
38536,verkreukelen,WW,crumple
38537,kokkerd,ADJ,cockerel
38538,aardvarken,WW,Aardvark
38539,rugbyspeler,N,rugby player
38540,radiohut,N,radio hut
38541,halfzwaargewicht,N,semi-heavyweight
38542,suspensie,N,suspension
38543,pantsering,N,armor
38544,helpster,N,helper
38545,lichtsterkte,N,luminosity
38546,glas-in-loodraam,N,stained glass window
38547,vastklikken,WW,click into place
38548,vertienvoudigen,WW,tenfold
38549,onkies,ADJ,indecent
38550,kraamkliniek,N,maternity hospital
38551,vuilverwerking,N,waste treatment
38552,surveilleert,WW,monitors
38553,ruimtemissie,N,space mission
38554,hartbrekend,WW,heartbreaking
38555,contactsleutel,N,ignition key
38556,vluchttijd,N,flight time
38557,analiste,N,analyst
38558,voordrachtskunst,N,recital art
38559,tandengeknars,N,teeth grinding
38560,kappersbeurt,N,haircut
38561,lispelen,WW,lisp
38562,morgenlicht,N,morning light
38563,landstreek,N,region
38564,overvloeien,WW,overflow
38565,ongeordend,WW,disordered
38566,orgaantransplantatie,N,organ transplant
38567,feestelijkheid,N,festivity
38568,afweermechanisme,N,defense mechanism
38569,openbloeien,WW,bloom open
38570,materialist,N,materialist
38571,beschimmelen,WW,moldy
38572,plooibaar,ADJ,pliable
38573,tussenschot,N,partition
38574,gekloofd,N,cleaved
38575,chassisnummer,N,chassis number
38576,dagreis,N,day trip
38577,steriliteit,N,sterility
38578,wetteloos,ADJ,lawless
38579,vastklemmen,WW,clamping
38580,bokshandschoen,N,boxing glove
38581,ingeworteld,N,ingrained
38582,hoofdverhaal,N,main story
38583,regenkledij,N,rain gear
38584,grondboor,N,auger
38585,onkwetsbaarheid,N,invulnerability
38586,hittebestendig,ADJ,heat resistant
38587,hulpkreet,N,cry for help
38588,luchthartig,ADJ,lighthearted
38589,agressieveling,N,aggressive
38590,onoverwinnelijkheid,N,invincibility
38591,dakwerker,N,roofer
38592,kinderlijkheid,N,childishness
38593,affront,N,affront
38594,cavalerist,N,cavalryman
38595,haarsnit,N,haircut
38596,grafrover,N,tomb Raider
38597,slaapvertrek,N,sleeping quarters
38598,krijgswet,N,martial law
38599,troonopvolgster,N,heir apparent
38600,eerbewijs,N,honor
38601,gokwereld,N,gambling world
38602,millibar,N,millibar
38603,koeienbel,ADJ,cowbell
38604,verdedigingslijn,N,defense line
38605,mensenhoofd,N,human head
38606,matchpunt,N,match point
38607,rijkeluiszoon,N,rich man
38608,kabuki,N,kabuki
38609,omhoogtrekken,WW,pull up
38610,zeloot,N,zealot
38611,tweevoeter,N,biped
38612,gevangenkamp,N,prison camp
38613,konijnenpoot,N,rabbit's foot
38614,betaaltelevisie,N,pay TV
38615,kippenborst,N,chicken breast
38616,basislijn,N,baseline
38617,mensengedaante,N,human form
38618,liftkoker,N,lift shaft
38619,gehangene,N,hanged man
38620,vlugzout,N,quick salt
38621,achthoekig,ADJ,octagonal
38622,limiteren,WW,limit
38623,acrobatisch,ADJ,acrobatic
38624,bewegingsmelder,N,motion detector
38625,sigarettenpeuk,N,cigarette butt
38626,rioolstelsel,N,sewerage system
38627,kegelbaan,N,bowling alley
38628,overwinningsfeest,N,victory party
38629,verbrokkelen,WW,crumble
38630,hoogtechnologisch,ADJ,high-tech
38631,douchemuts,N,shower cap
38632,wervelen,WW,swirl
38633,traphal,N,staircase
38634,zeebioloog,N,marine biologist
38635,soppig,ADJ,soggy
38636,kindsheid,N,childhood
38637,huwelijksdatum,N,wedding date
38638,observatievermogen,N,powers of observation
38639,dansstijl,N,dance style
38640,onvervaard,N,uncompromising
38641,machtshonger,N,hunger for power
38642,computercentrum,N,computer center
38643,lichtbaken,WW,beacon of light
38644,huwelijksbelofte,N,marriage vow
38645,aartsleugenaar,N,arch liar
38646,kruiswoordraadsel,N,crossword
38647,simulant,N,simulant
38648,internetporno,N,internet porn
38649,krantenkiosk,N,newsstand
38650,aanwrijven,WW,rub on
38651,commissieloon,N,commission
38652,danslerares,N,dance teacher
38653,elfenkoningin,N,elf queen
38654,hartaandoening,N,heart disease
38655,epsilon,N,epsilon
38656,loshalen,WW,detach
38657,bestandsnaam,N,filename
38658,lesbevoegdheid,N,teaching qualification
38659,provinciaals,ADJ,provincial
38660,uitlijning,N,alignment
38661,umlaut,N,umlaut
38662,aankrijgen,WW,get into
38663,verjaardagfeest,N,birthday party
38664,schamp,N,graze
38665,veldkeuken,N,field kitchen
38666,pianola,N,pianola
38667,kokken,WW,cocci
38668,voetbaltafel,N,football table
38669,overlevingstocht,N,survival journey
38670,knapperds,N,handsome guys
38671,rijbroek,N,riding breeches
38672,belastingman,N,taxman
38673,piekuur,N,peak hour
38674,aflebberen,WW,to fade away
38675,hartenjagen,WW,Hearts
38676,kooivechter,N,cage fighter
38677,glasblazer,N,glassblower
38678,gemeenteambtenaar,N,municipal official
38679,kerstkind,N,Christmas child
38680,onderzoeksobject,N,research object
38681,calculeer,WW,calculate
38682,tl-buis,N,fluorescent tube
38683,rinkel,N,ring
38684,slachterij,N,slaughterhouse
38685,kolenkit,N,coal sump
38686,zestienjarig,ADJ,sixteen years old
38687,plaaster,N,plaster
38688,conditioneren,WW,conditioning
38689,bessensaus,N,berry sauce
38690,sumoworstelaar,N,sumo wrestler
38691,consignatie,N,consignment
38692,reserveringsnummer,N,reservation number
38693,studententeam,N,student team
38694,lievelingsstad,N,favorite city
38695,hondennaam,N,dog name
38696,vrouwenvleugel,N,women's wing
38697,hoofdzonde,N,deadly sin
38698,universiteitsraad,N,university council
38699,duitland,N,Germany
38700,omkatten,WW,envelop
38701,schaafijs,N,shaved ice
38702,platenbaas,N,record owner
38703,apostolisch,ADJ,apostolic
38704,twintigjarig,ADJ,twenty years old
38705,grissen,WW,snatch
38706,crèmekleurig,ADJ,cream coloured
38707,tegenbericht,N,counter notice
38708,kunstprogramma,N,art program
38709,communicatiekanaal,N,communication channel
38710,ruitensproeier,N,windshield washer
38711,extraheren,WW,extract
38712,whizzkid,N,whiz kid
38713,kindveilig,ADJ,child safe
38714,frummelen,WW,fumble
38715,consul-generaal,N,consul General
38716,bruiswater,N,sparkling water
38717,ronddelen,WW,distribute
38718,draderig,ADJ,stringy
38719,ignoreren,WW,ignore
38720,sikkeneurig,ADJ,grumpy
38721,lambda,N,lambda
38722,galsteen,N,gallstone
38723,voorthelpen,WW,help
38724,aanstelster,N,Appointer
38725,maanmannetje,N,moon man
38726,werkrooster,N,work schedule
38727,vorigen,ADJ,previous
38728,genenpool,N,gene pool
38729,diabeticus,N,diabetic
38730,tenenkaas,N,Toes cheese
38731,weghangen,WW,hang out
38732,platrijden,WW,drive flat
38733,raddraaier,N,wheel turner
38734,balletuitvoering,N,ballet performance
38735,zwelg,N,revels
38736,tête-à-tête,N,tête-à-tête
38737,oefenboek,N,exercise book
38738,jamboree,N,jamboree
38739,dierengedrag,N,animal behavior
38740,trouwjapon,N,wedding dress
38741,moezelwijn,N,Moselle wine
38742,bedroefdheid,N,sadness
38743,zwanenhals,N,gooseneck
38744,menuet,N,minuet
38745,sluimertoestand,N,sleep mode
38746,jankerig,ADJ,whimpering
38747,samendoen,WW,to do together
38748,deltavlieger,N,hang glider
38749,raketgeleerde,N,rocket scientist
38750,toegangspunt,N,access point
38751,versierpoging,N,decorating attempt
38752,doordrammer,N,dreamer
38753,onomkoopbaar,ADJ,incorruptible
38754,veehandel,N,livestock trade
38755,kapiteinshut,N,captain's cabin
38756,hoofduitgang,N,main output
38757,stuurslot,N,steering lock
38758,stadsredacteur,N,city editor
38759,nieuwsman,N,newsman
38760,vasculair,ADJ,vascular
38761,buigtang,N,pliers
38762,weefselonderzoek,N,tissue research
38763,hersentransplantatie,N,brain transplant
38764,bierreclame,N,beer advertising
38765,sectieleider,ADJ,section leader
38766,aft,N,aft
38767,bezoektijd,N,visiting time
38768,nudistenkamp,N,nudist camp
38769,gevarengeld,WW,danger money
38770,wurgseks,N,strangulation sex
38771,varkensbloed,N,pig blood
38772,slavenwerk,N,slave work
38773,dossierkast,N,filing cabinet
38774,scheidingsadvocaat,N,divorce attorney
38775,verhang,N,hang
38776,cumulus,N,cumulus
38777,populariteitswedstrijd,N,popularity contest
38778,cyclopen,WW,cyclopes
38779,geklepper,N,clattering
38780,inzegenen,WW,bless
38781,heng,N,Heng
38782,omkoopsom,N,bribe
38783,umpire,N,umpire
38784,indianenreservaat,N,Indian reservation
38785,surfles,N,surf lesson
38786,levensplan,N,life plan
38787,overvleugelen,WW,outflank
38788,pin-ups,N,pin-ups
38789,onverteerd,WW,undigested
38790,fluittoon,N,whistle
38791,sufheid,N,drowsiness
38792,gebedel,N,begging
38793,filmfan,N,movie fan
38794,tiranniseren,WW,tyrannize
38795,benedenstad,N,lower town
38796,droombruiloft,N,dream wedding
38797,puriteins,ADJ,Puritan
38798,conserveringsmiddel,N,preservative
38799,heiligbeen,N,sacrum
38800,kronkelig,ADJ,winding
38801,bedankbrief,N,thank you letter
38802,huidlaag,N,skin layer
38803,medestudente,N,fellow student
38804,vrouwenrol,N,woman role
38805,familielijn,N,family line
38806,snaartheorie,N,string theory
38807,hamerhaai,N,hammerhead shark
38808,buitentoilet,N,outside toilet
38809,kogelvis,N,Puffer fish
38810,persafdeling,N,press department
38811,bowlingcentrum,N,bowling center
38812,rioolput,N,sewage pit
38813,peilstok,N,dipstick
38814,radiatie,N,radiation
38815,uitraken,WW,out
38816,autoverhuurder,N,car rental company
38817,schaakpartij,N,game of chess
38818,bijgelovigheid,N,superstition
38819,advocatenbureau,N,law firm
38820,communicatieprobleem,N,communication problem
38821,kakmadam,N,poop madam
38822,wisselbouw,N,crop rotation
38823,handelsreis,N,trade trip
38824,indringen,WW,penetrate
38825,huishouder,N,housekeeper
38826,nachtfilm,N,night movie
38827,vochtgehalte,N,moisture content
38828,misdadigheid,N,criminality
38829,exquis,N,exquisite
38830,sardien,N,sardine
38831,ziekenhuiskosten,N,hospital costs
38832,zee-egel,N,sea urchin
38833,sneeuwuil,N,snowy owl
38834,slaaptrein,N,sleeper train
38835,stadsplattegrond,N,city map
38836,achtervolgingswaanzin,N,haunting madness
38837,verkeersslachtoffer,N,traffic victim
38838,onbemiddeld,ADJ,unmediated
38839,radiowagen,N,radio car
38840,embryonaal,ADJ,embryonic
38841,politiejargon,ADJ,police jargon
38842,gevangenispak,N,prison suit
38843,onttronen,WW,dethrone
38844,polsband,N,wristband
38845,speelgoedrobot,N,toy robot
38846,miljoenendeal,N,million deal
38847,computerapparatuur,N,computer equipment
38848,kunstwedstrijd,N,art competition
38849,kunstdiefstal,N,art theft
38850,studiegids,N,study guide
38851,wegspelen,WW,play away
38852,jamsession,N,jam session
38853,topverkoper,N,top seller
38854,vastspelden,WW,pinning
38855,lelietje-van-dalen,N,lily of the valley
38856,linguïstisch,ADJ,linguistic
38857,verafgoding,N,idolization
38858,priemend,ADJ,piercing
38859,kostbaarheid,N,preciousness
38860,bijslaap,N,extra sleep
38861,reutemeteut,N,reutemeteut
38862,boodschappengeld,N,grocery money
38863,luster,N,luster
38864,onevenwichtigheid,N,imbalance
38865,flinkerd,N,firmly
38866,onwaardigheid,N,unworthiness
38867,zelfverloochening,N,self-denial
38868,koningskind,N,kingchild
38869,prachtkans,N,great opportunity
38870,witkop,N,whitehead
38871,lijfeigene,N,serf
38872,bijna-doodervaring,N,near death experience
38873,gemurmel,N,murmur
38874,sadduceeën,N,sadducees
38875,ongeoefend,WW,untrained
38876,instructief,ADJ,instructive
38877,opvaren,WW,ascend
38878,misdoen,WW,wrong
38879,broekschijter,N,trouser
38880,weglekken,WW,leak out
38881,kruisvaart,N,crusade
38882,stekelhaar,N,spiky hair
38883,moederborst,N,maternal breast
38884,onderwatercamera,N,underwater camera
