,word,POS,EN_translation,lidwoord
34467,visstick,N,fish stick,de
34468,superslim,ADJ,super smart,
34469,rozenolie,N,rose oil,de
34470,pauzeknop,N,pause button,de
34471,farizeeër,N,Pharisee,de
34472,boekenworm,N,bookworm,de
34473,bedachtzaamheid,N,thoughtfulness,
34474,droomjob,N,dream job,de
34475,scha,N,scha,de
34476,begerenswaardig,ADJ,desirable,
34477,vitriool,N,vitriol,de
34478,metalig,ADJ,metallic,
34479,thesaurus,N,thesaurus,de
34480,aandachttrekkerij,N,attention grabbing,
34481,gekronkel,N,twirl,
34482,darmwand,N,intestinal wall,het
34483,passagierskant,N,passenger side,de
34484,gesnuif,N,snorted,het
34485,bestsellerlijst,N,bestseller list,de
34486,reflector,N,reflector,de
34487,blauwgroen,ADJ,blue green,
34488,meerkeuzevraag,N,multiple choice question,de
34489,verbuigen,WW,bend,
34490,represaille,N,reprisal,de
34491,huns,ADJ,huns,
34492,beroepsleven,N,working life,
34493,olievoorraad,N,oil supply,
34494,pachter,N,tenant,de
34495,luchthavenpolitie,N,airport police,
34496,satellietzender,N,satellite channel,
34497,panfluit,N,pan flute,de
34498,contactgestoord,N,contact disrupted,
34499,belastingtechnisch,ADJ,tax technical,
34500,autowas,N,car wash,de
34501,blowjob,N,blowjob,de
34502,indikken,WW,thicken,
34503,betraand,ADJ,tearful,
34504,verlokking,N,lure,
34505,tollenaar,N,tax collector,
34506,laborant,N,laboratory technician,het
34507,schouderhoogte,N,shoulder height,de
34508,voortborduren,WW,elaborate,
34509,voorraam,N,front window,de
34510,ruiker,N,bouquet,de
34511,sluimer,N,slumber,werkwoord
34512,spitsvondigheid,N,cleverness,
34513,monoliet,N,monolith,de
34514,steunbalk,N,support beam,de
34515,volksvijand,N,public enemy,
34516,rolmops,N,Herring,de
34517,ontastbaar,ADJ,intangible,
34518,koppelteken,N,hyphen,werkwoord
34519,dromenvanger,N,dream catcher,
34520,nazeggen,WW,repeat,
34521,rechtzitting,N,court hearing,
34522,loonsverlaging,N,pay cut,de
34523,dienstdoend,ADJ,on duty,
34524,defileren,WW,march past,
34525,welkomstdrankje,N,welcome drink,
34526,bestrijdingsmiddel,N,pesticide,
34527,zeevis,N,sea fish,de
34528,likkebaarden,WW,beards,
34529,laklaag,N,coating,de
34530,grandes,N,grandes,de
34531,nierziekte,N,kidney disease,de
34532,invaren,WW,enter,
34533,groepslid,N,group member,de
34534,vervolmaking,N,perfection,werkwoord
34535,keldertrap,N,basement stairs,
34536,glijvlucht,N,gliding flight,de
34537,drijfjacht,N,driving hunt,
34538,slimst,N,smartest,bijvoeglijk
34539,falie,N,falie,de
34540,werkethiek,N,work ethic,
34541,viswater,N,fishing water,
34542,gemanipuleer,ADJ,manipulate,
34543,beschermhoes,N,protective cover,werkwoord
34544,prachtplek,N,beautiful place,de
34545,poppenspel,N,puppet show,werkwoord
34546,weglating,N,omission,de
34547,bronsttijd,N,rutting season,de
34548,gerei,N,utensils,het
34549,aanwijs,N,pointing,bijvoeglijk
34550,heerseres,N,ruler,werkwoord
34551,krijgsgevangenkamp,N,prisoner of war camp,de
34552,verwensen,WW,curse,
34553,bridger,N,bridge player,de
34554,postpapier,N,notepaper,
34555,theekop,N,tea cup,het
34556,slagzij,N,heeling,de
34557,melaatsheid,N,leprosy,
34558,rashond,N,purebred dog,de
34559,ganzenpas,N,goose pass,de
34560,muskiet,N,mosquito,de
34561,pornograaf,N,pornographer,de
34562,gewichtheffer,N,weightlifter,de
34563,ruggenmergpunctie,N,spinal tap,de
34564,achtenzestig,TW,sixty-eight,
34565,levensangst,N,fear of life,de
34566,borstholte,N,chest cavity,de
34567,leugentest,N,lie test,de
34568,duivelskind,N,devil child,de
34569,hertrouwt,WW,remarries,
34570,vuilnisdienst,N,garbage service,
34571,rekwisiteur,N,proprietor,de
34572,opvliegendheid,N,short temper,
34573,grondaanval,N,ground attack,
34574,peetdochter,N,goddaughter,
34575,drugssmokkelaar,N,drug smuggler,
34576,blauwzuur,N,hydrocyanic acid,
34577,tolhuisje,N,toll booth,
34578,straatveger,N,street sweeper,
34579,bomaanval,N,bomb attack,de
34580,vlooienband,N,flea collar,werkwoord
34581,hartprobleem,N,heart problem,
34582,antiserum,N,antiserum,het
34583,stiefzuster,ADJ,stepsister,
34584,onromantisch,ADJ,unromantic,
34585,achtertrap,N,back stairs,de
34586,ontmijnen,WW,demining,
34587,elektronicazaak,N,electronics business,de
34588,staalfabrieken,N,steel mills,
34589,heropvoedingskamp,N,re-education camp,
34590,grensstad,N,border town,het
34591,watermannen,N,Aquarius,de
34592,kinderfiets,N,children's bike,het
34593,zegereeks,N,winning streak,bijvoeglijk
34594,stemformulier,N,voting form,
34595,straatman,N,street man,de
34596,epidemiologie,N,epidemiology,
34597,zelfverminking,N,self-mutilation,
34598,dienstwagen,N,service car,de
34599,robbeneiland,N,seal island,
34600,potig,ADJ,burly,
34601,machtsmiddel,N,power resource,
34602,spermadonor,N,sperm donor,
34603,lasterpraat,N,slander,
34604,roetsjbaan,N,roller coaster,de
34605,poolcentrum,N,pool center,
34606,koperkleurig,ADJ,copper-colored,
34607,pijnstillend,ADJ,analgesic,
34608,onderverdelen,WW,subdivide,
34609,weduwes,N,widows,de
34610,liftdeur,N,elevator door,de
34611,poliklinisch,ADJ,outpatient,
34612,keelholte,N,pharynx,de
34613,gereserveerdheid,N,reserve,
34614,bedrevenheid,N,skill,
34615,verwekking,N,conception,werkwoord
34616,droogkuis,N,dry cleaning,de
34617,ziekenkamer,N,sickroom,de
34618,snobistisch,ADJ,snobbish,
34619,zijspiegel,N,wing mirror,
34620,identiteitsplaatje,N,identity plate,het
34621,vlaggenstok,N,flagpole,het
34622,vrijersvoeten,N,lovers feet,
34623,achtennegentig,TW,ninety-eight,
34624,vrekkig,ADJ,stingy,
34625,vredesprijs,N,peace prize,de
34626,flensje,N,pancake,de
34627,waterzuiveringsinstallatie,N,water treatment plant,de
34628,opsmukken,WW,embellish,
34629,onvoorzichtigheid,N,carelessness,
34630,achtjarig,ADJ,eight years old,
34631,elfjarig,ADJ,eleven years old,
34632,mijnstad,N,my city,
34633,schoenfabriek,N,shoe factory,
34634,biljard,N,billiards,het
34635,maagkanker,N,stomach cancer,
34636,strohoed,N,straw hat,de
34637,drammer,N,pusher,de
34638,dorpswinkel,N,village shop,
34639,reddingsvlot,N,life raft,de
34640,onzes,TW,our S,
34641,uitleveringsverdrag,N,extradition treaty,
34642,keffer,N,keffer,de
34643,politieverslag,N,police report,
34644,ex-kampioen,N,ex-champion,
34645,isolationisme,N,isolationism,
34646,drugsvangst,N,drug seizure,
34647,appelwijn,N,apple wine,de
34648,honingpot,N,honey jar,de
34649,sprankeling,N,sparkle,de
34650,tijdsnood,N,time constraints,het
34651,napluizen,WW,rummage,
34652,kwaliteitstijd,N,quality time,het
34653,pisvlek,N,piss stain,de
34654,oogtest,N,eye test,de
34655,duikles,N,diving lesson,de
34656,niersteen,N,kidney stone,
34657,bakoven,N,oven,het
34658,babydoll,N,babydoll,de
34659,zondagsdienst,N,Sunday service,de
34660,achttienduizend,TW,eighteen thousand,
34661,ijsmaker,N,ice cream maker,de
34662,microseconde,N,microsecond,
34663,theehuisje,N,teahouse,
34664,natuurmens,N,nature person,de
34665,indiceren,WW,indicate,
34666,epidemioloog,N,epidemiologist,
34667,ezelsoor,BW,dog ear,
34668,wrokkig,ADJ,resentful,
34669,donorcodicil,N,donor codicil,het
34670,pipet,N,pipette,de/het
34671,vingerverf,N,finger paint,de
34672,herenkleding,N,menswear,
34673,pianoleraar,N,piano teacher,de
34674,oorlogsindustrie,N,war industry,
34675,ex-student,N,ex-student,
34676,misbruiker,N,abuser,werkwoord
34677,ongetemd,ADJ,untamed,
34678,buurtwacht,N,neighborhood watch,
34679,anchorman,N,anchorman,de
34680,topspin,N,topspin,de
34681,pleiter,N,advocate,
34682,olieverfschilderij,N,oil painting,
34683,vragenformulier,N,questionnaire,
34684,waarschuwingsbrief,ADJ,warning letter,
34685,staatsdiner,N,state dinner,de
34686,knorrend,WW,grunting,
34687,toiletruimte,N,toilet room,de
34688,wedstrijdbal,N,match ball,
34689,groenteburger,N,vegetable burger,de
34690,verstikkingsdood,N,suffocation death,
34691,beveiligingsfirma,N,security firm,
34692,fokprogramma,N,breeding program,
34693,kaketoe,N,cockatoo,de
34694,bestelformulier,N,order form,
34695,opvlieger,N,hot flush,werkwoord
34696,vakantieplek,N,vacation spot,het
34697,vaktaal,N,jargon,
34698,vaars,N,heifer,de
34699,karpet,N,carpet,het
34700,ouderdag,N,parent day,de
34701,binnendeur,N,inner door,de
34702,vriescel,N,freezer room,werkwoord
34703,vreetzak,N,guzzler,de
34704,uitmeten,WW,measure out,
34705,kerstmannetje,N,Santa Claus,
34706,kerstdoos,N,Christmas box,mv.
34707,binnenzee,N,inland sea,de
34708,vochtverlies,N,fluid loss,
34709,protectie,N,protection,de
34710,vleesetend,ADJ,carnivorous,
34711,kinderpsychologie,N,child psychology,de
34712,kunstzinnigheid,N,artistry,
34713,spraakles,N,speech lesson,de
34714,poltergeist,N,poltergeist,de
34715,stralenkrans,N,halo,de
34716,rammelbak,N,ramshackle,werkwoord
34717,verkoudheidsvirus,N,cold virus,
34718,slink,N,slink,de
34719,stikdonker,ADJ,pitch dark,
34720,schoenpoetser,N,cobbler,
34721,dekzeil,N,tarpaulin,
34722,cassettedeck,N,cassette deck,het/de
34723,longslagader,N,pulmonary artery,de
34724,calculus,N,calculus,de
34725,afhaaleten,N,Takeaway Food,de
34726,sublimeren,WW,sublimate,
34727,zeek,N,sea,de
34728,frisdrankautomaat,N,soda machine,
34729,vruchtentaart,N,Fruitcake,
34730,verstotene,N,outcast,de
34731,nepbloed,N,fake blood,de
34732,vlieghoogte,N,flight altitude,
34733,kippenstront,N,chicken shit,
34734,millenniumbug,N,millennium bug,de
34735,pappies,N,daddy,de
34736,autospuit,N,car sprayer,de
34737,slavennaam,N,slave name,mv.
34738,uitkrabben,WW,scrape out,
34739,kaarttrucs,N,card tricks,de
34740,mazel,N,luck,werkwoord
34741,homoporno,N,gay porn,
34742,tijdcapsule,N,time capsule,
34743,boterbloempje,N,buttercup,de
34744,meelijden,WW,sympathize,
34745,privénummer,ADJ,private number,
34746,duikelaar,N,diver,de
34747,brandplek,N,burn spot,het
34748,wensend,WW,wishing,
34749,tweeslachtig,ADJ,ambiguous,
34750,huwelijkspartner,N,marriage partner,
34751,terroristenleider,N,terrorist leader,de
34752,opvangkamp,N,relief camp,het
34753,kinderspeelplaats,N,children's playground,
34754,welbepaald,ADJ,well-defined,
34755,evaluatierapport,N,evaluation report,
34756,minde,N,minus,bijvoeglijk
34757,pacifistisch,ADJ,pacifist,
34758,kinderziekte,N,childhood disease,de
34759,huizenprijs,N,house price,
34760,kaasbroodje,N,cheese Roll,het
34761,studiowerk,N,studio work,de
34762,nutteloosheid,N,uselessness,de
34763,nawerking,N,aftereffect,werkwoord
34764,smadelijk,ADJ,ignominious,
34765,scherts,N,banter,werkwoord
34766,voos,ADJ,voos,
34767,omnivoor,VZ,omnivorous,
34768,spinnaker,N,spinnaker,de
34769,stinkbom,N,stink bomb,de
34770,lauwerkrans,N,laurel wreath,de
34771,slakom,N,salad bowl,de
34772,pay-per-view,N,pay per view,het
34773,neutronenbom,N,neutron bomb,de
34774,familiestamboom,N,family tree,
34775,ongastvrij,ADJ,inhospitable,
34776,berenjacht,N,bear hunting,
34777,slaapruimte,N,sleeping area,
34778,studentengrap,N,student joke,de
34779,privéleger,N,private army,het
34780,familieruzie,N,family quarrel,de
34781,bouwzaken,N,construction business,
34782,neuslengte,N,nose length,de
34783,effectenhandelaar,N,stockbroker,
34784,wisselstroom,N,alternating current,
34785,woestijnlucht,ADJ,desert air,
34786,protestbrief,N,protest letter,
34787,boomkikker,N,tree frog,de
34788,buikspier,N,abdominal muscle,werkwoord
34789,subgroep,N,subgroup,de
34790,selfservice,N,self service,de
34791,conservenblik,N,tin can,het
34792,nagelriem,N,cuticle,de
34793,sloopkogel,N,wrecking ball,
34794,deklaag,N,coating,
34795,laserbehandeling,N,laser treatment,
34796,platendraaier,N,turntable,
34797,onkel,N,uniquely,de
34798,vijfling,N,quintuplets,het
34799,moorkop,N,moorkop,de
34800,nectarine,N,nectarine,de
34801,klootviool,N,bastard violin,
34802,tetanusprik,N,tetanus shot,de
34803,versregel,N,verse line,
34804,chipper,N,chipper,de
34805,catechese,N,catechesis,de
34806,promiscuïteit,N,promiscuity,de
34807,wijdte,N,width,de
34808,ochtendmisselijkheid,N,morning sickness,
34809,lotsbeschikking,N,fate,
34810,barium,N,barium,het
34811,krijs,N,scream,werkwoord
34812,verlating,N,abandonment,werkwoord
34813,echoscopie,N,ultrasound scan,de
34814,verrichting,N,operation,
34815,memoriseren,WW,memorize,
34816,ondersoort,N,subspecies,de
34817,ondeskundig,ADJ,incompetent,
34818,stormbaan,N,assault course,de
34819,reuzensprong,N,giant leap,de
34820,lijnzaadolie,N,linseed oil,de
34821,huidziekte,N,skin disease,de
34822,locus,N,locus,de
34823,zonnewind,N,solar wind,de
34824,boterbriefje,N,butter note,het
34825,kaasfabriek,N,cheese factory,
34826,lamleggen,WW,paralyze,
34827,postproductie,N,post production,
34828,minderwaardigheid,N,inferiority,het
34829,gebedsgenezer,N,faith healer,de
34830,gedragslijn,N,policy,de
34831,drieënveertig,TW,forty-three,
34832,familiemens,N,family man,de
34833,bezegeling,N,sealing,
34834,schuldcomplex,N,guilt complex,het
34835,computerdeskundige,N,computer expert,
34836,vrouwenvlees,N,female flesh,de
34837,onderafdeling,N,subsection,de
34838,tapir,N,tapir,de
34839,toebedelen,WW,allocate,
34840,voorverpakt,ADJ,prepackaged,
34841,achteroverleunen,WW,lean backwards,
34842,opnamesessie,N,recording session,
34843,mannetjesputter,N,male putter,de
34844,architecte,N,architect,het
34845,profcontract,N,professional contract,het
34846,teammaat,N,teammate,het
34847,mastiff,N,mastiff,de
34848,binnenbad,N,indoor pool,werkwoord
34849,schommeling,N,fluctuation,werkwoord
34850,kandidaatschap,N,candidacy,het
34851,beignet,N,fritter,de
34852,huwelijksgeluk,N,marital happiness,het
34853,smeersel,N,liniment,het
34854,aanhankelijkheid,N,affection,
34855,schaduwrijk,ADJ,shady,
34856,vetgehalte,N,fat content,het
34857,nagelnieuw,ADJ,brand new,
34858,vijfennegentig,TW,ninety five,
34859,rotsbodem,N,rock bottom,
34860,apenhuis,N,monkey house,de
34861,staaldraad,N,steel wire,
34862,diepte-interview,N,depth interview,het
34863,burgerrecht,N,civil right,
34864,data-analyse,N,data analysis,de
34865,dispenser,N,dispenser,de
34866,veranderaar,N,change agent,werkwoord
34867,urinewegen,N,urinary tract,
34868,mannenlichaam,N,male body,
34869,stralingsmeter,N,radiation meter,
34870,knotsgek,ADJ,crazy,
34871,schooldirectie,N,school management,
34872,cocktailjurk,N,cocktail dress,de
34873,rechtsgeldigheid,N,legality,
34874,rockmusical,N,rockmusical,de
34875,kaasplank,N,cheese board,de
34876,agave,N,agave,de
34877,vezelrijk,ADJ,high in fiber,
34878,schooljuffrouw,N,schoolteacher,
34879,bunzing,N,polecat,de
34880,uitschenken,WW,pour out,
34881,promillage,N,per mille,het
34882,zwijgzaamheid,N,silence,de
34883,groentesap,N,vegetable juice,de
34884,samenhokken,N,coop together,werkwoord
34885,havenarbeider,N,docker,de
34886,wisselkantoor,N,currency exchange office,
34887,oefenveld,N,practice field,de
34888,camouflagekleding,N,camouflage clothing,de
34889,vooruithelpen,WW,help forward,
34890,verdovingsmiddelen,N,anesthetics,
34891,bewegingsdetector,N,motion detector,
34892,legerhelikopter,N,army helicopter,
34893,kabinetsvergadering,N,cabinet meeting,
34894,bobsleeën,WW,bobsleigh,
34895,poolnacht,N,polar night,
34896,golfspel,N,golf game,de
34897,eikenblad,N,oak leaf,het
34898,challengers,N,challengers,de
34899,toiletrol,N,toilet roll,de
34900,vergulden,WW,gilding,
34901,zetter,N,typesetter,
34902,rukwind,N,squall,het
34903,gereutel,N,rattle,het
34904,legertroepen,N,army troops,de
34905,zelfhypnose,N,self-hypnosis,
34906,achterhaalden,WW,found out,
34907,kepie,N,kepie,de
34908,lettertje,N,letter,de
34909,leermethode,N,learning method,de
34910,meuren,WW,meuren,
34911,arbeiden,WW,labor,
34912,proefmodel,N,sample,het
34913,gemiauw,N,meow,het
34914,lampolie,N,lamp oil,de
34915,pubert,N,adolescent,de
34916,anamnese,N,anamnesis,de
34917,aanlengen,WW,to lengthen,
34918,hooien,WW,haying,
34919,kinderogen,N,children's eyes,de
34920,knuffeldier,N,stuffed animal,het
34921,contraceptie,N,contraception,de
34922,haarkloverij,N,hair splitting,
34923,legenda,N,legend,de
34924,minstreel,N,minstrel,de
34925,mestkever,N,dung beetle,
34926,varkenskot,N,pigsty,de
34927,gappen,WW,gap,
34928,steenpuisten,N,boils,
34929,waterzak,N,water bag,de
34930,vierkantswortel,N,square root,
34931,pianokruk,N,piano stool,de
34932,atrofie,N,atrophy,werkwoord
34933,scarabee,N,scarab,de
34934,haakneus,N,hook nose,
34935,fotolab,N,photo lab,de
34936,schakelkast,N,control box,werkwoord
34937,neutralisatie,N,neutralization,de
34938,geriefelijk,ADJ,comfortable,
34939,gekkekoeienziekte,N,mad cow disease,de
34940,netelroos,ADJ,hives,
34941,luchtfilter,N,air filter,het/de
34942,scheepsbouwers,N,shipbuilders,de
34943,heroïneverslaafde,N,heroin addict,de
34944,pausdom,N,papacy,de
34945,berggebied,N,mountain area,
34946,wettelijkheid,N,legality,de
34947,terreuralarm,N,terror alarm,de
34948,weerdienst,N,weather service,
34949,fotojournalistiek,N,photojournalism,de
34950,geluidsapparatuur,N,sound equipment,
34951,blufpoker,N,bluff poker,
34952,busverbinding,N,bus connection,de
34953,aak,N,barge,de
34954,aanroep,N,invocation,werkwoord
34955,natriumchloride,N,sodium chloride,
34956,zeshoek,N,hexagon,tw
34957,blaasinstrument,N,wind instrument,
34958,noodzaken,WW,necessities,
34959,crêpe,N,crepe,de
34960,springveer,N,coil spring,het
34961,oostgrens,N,eastern border,
34962,snaai,N,snitch,werkwoord
34963,vruchtensalade,N,fruit salad,de
34964,ertegenin,BW,against it,
34965,marsmuziek,N,march music,de
34966,gepingel,N,pinging,
34967,gelukken,WW,get lucky,
34968,dorpsschool,N,village school,de
34969,carbonpapier,N,carbon paper,het
34970,shocks,N,shocks,de
34971,olieman,N,oiler,de
34972,onderzoeksmateriaal,N,research material,
34973,neushaar,N,nose hair,de
34974,atoomkracht,N,atomic power,
34975,scharreltje,N,free-range,de
34976,terugschrijven,WW,write back,
34977,postorder,N,mail order,de
34978,handelsembargo,N,trade embargo,
34979,majoor-generaal,N,major general,
34980,lymfklierkanker,N,lymphoma,de
34981,luxeleventje,N,luxury life,het
34982,kraanmachinist,N,crane operator,
34983,marter,N,marten,de
34984,wietteelt,N,cannabis cultivation,de
34985,gekuch,N,coughing,bijvoeglijk
34986,penitentiair,ADJ,penitentiary,
34987,prudent,ADJ,prudent,
34988,loonzakje,N,pay pouch,het
34989,afstormen,WW,storm,
34990,botanisch,ADJ,botanical,
34991,inconsequentie,N,inconsistency,
34992,camels,N,camels,
34993,terugvaren,WW,sail back,
34994,laaghartig,ADJ,vile,
34995,kwaadwillend,ADJ,malicious,
34996,beschaafdheid,N,civilization,
34997,openingstoespraak,N,opening speech,
34998,lasapparaat,N,welding machine,
34999,geluidsdemper,N,silencer,
35000,formeler,ADJ,more formal,
35001,stoutmoedigheid,N,boldness,
35002,veiligheidsnet,N,safety net,de
35003,lijder,N,sufferer,
35004,stoffeerder,N,upholsterer,de
35005,spierbal,N,muscle,bijvoeglijk
35006,beharing,N,hairiness,werkwoord
35007,klaagliederen,N,lamentations,de
35008,metaalachtig,ADJ,metallic,
35009,ionosfeer,N,ionosphere,
35010,genotzucht,N,self-indulgence,
35011,zelfbevestiging,N,self-affirmation,
35012,varkenshok,VZ,pigpen,
35013,studiebollen,N,study balls,de
35014,bankmanager,N,bank manager,
35015,tv-kamer,N,TV room,het
35016,nieuwjaarsavond,N,New Years Eve,
35017,spiritualisme,N,spiritualism,
35018,belemmer,N,hindrance,werkwoord
35019,rattennest,N,rat nest,de
35020,zondares,N,sinner,de
35021,liefdadigheidsfonds,N,charity fund,
35022,bepraat,N,talk,werkwoord
35023,nietpistool,N,staple gun,
35024,grootmoe,N,grandmother,de
35025,gummi,N,gummi,de
35026,trouwcadeau,N,wedding gift,
35027,hoofdruimte,N,headroom,
35028,moppentapper,N,joke teller,de
35029,boorput,N,wellbore,het
35030,gradatie,N,gradation,de
35031,koffiezaak,N,coffee shop,de
35032,stomtoevallig,ADJ,coincidentally,
35033,amoureus,ADJ,amorous,
35034,liefdespaar,N,love couple,de
